Accession	Organism	Kingdom	Length	Signal_Peptide	Transmembrane_Helix	Train	Fold
Q55GS3	Dictyostelium discoideum	Other	607	19	None	True	1
Q15762	Homo sapiens	Metazoa	336	18	None	True	1
Q7KRU8	Drosophila melanogaster	Metazoa	205	19	None	True	1
P25116	Homo sapiens	Metazoa	425	21	None	True	1
P01068	Ananas comosus	Plants	246	19	None	True	1
P81941	Pseudopleuronectes americanus	Metazoa	68	22	None	True	1
P15309	Homo sapiens	Metazoa	386	32	None	True	1
P80356	Avena sativa	Plants	220	19	None	True	1
P11654	Rattus norvegicus	Metazoa	1886	25	None	True	1
Q55U20	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A)	Fungi	458	51	None	True	1
Q03383	Bombyx mori	Metazoa	400	16	None	True	1
Q9ZT66	Zea mays	Plants	303	43	None	True	1
Q6UX39	Homo sapiens	Metazoa	209	16	None	True	1
P80748	Homo sapiens	Metazoa	117	17	None	True	1
G3MYZ3	Bos taurus	Metazoa	604	21	None	True	1
B3STN7	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	316	18	None	True	1
Q63617	Rattus norvegicus	Metazoa	999	32	None	True	1
P42264	Rattus norvegicus	Metazoa	919	31	None	True	1
P35495	Sus scrofa	Metazoa	133	24	None	True	1
C0HLA0	Chamaecyparis obtusa	Plants	556	28	None	True	1
Q3C258	Actinia equina	Metazoa	70	20	None	True	1
Q08738	Bombyx mori	Metazoa	239	16	None	True	1
P86407	Mesobuthus eupeus	Metazoa	75	22	None	True	1
Q9Y5Q6	Homo sapiens	Metazoa	135	22	None	True	1
Q02747	Homo sapiens	Metazoa	115	21	None	True	1
A0A0F7YZQ7	Conus victoriae	Metazoa	100	24	None	True	1
O95813	Homo sapiens	Metazoa	267	17	None	True	1
P0DQP8	Cerrophidion godmani	Metazoa	166	19	None	True	1
Q4V4I9	Drosophila melanogaster	Metazoa	182	22	None	True	1
Q6UXK5	Homo sapiens	Metazoa	716	25	None	True	1
P04639	Rattus norvegicus	Metazoa	259	18	None	True	1
P20062	Homo sapiens	Metazoa	427	18	None	True	1
P21814	Ovis aries	Metazoa	429	25	None	True	1
P83508	Cavia porcellus	Metazoa	170	16	None	True	1
Q9NR61	Homo sapiens	Metazoa	685	26	None	True	1
Q76FB0	Cyanidium caldarium	Other	155	20	None	True	1
Q01129	Rattus norvegicus	Metazoa	354	16	None	True	1
P59665	Homo sapiens	Metazoa	94	19	None	True	1
Q9VMD9	Drosophila melanogaster	Metazoa	2188	18	None	True	1
P02649	Homo sapiens	Metazoa	317	18	None	True	1
Q8N441	Homo sapiens	Metazoa	504	24	None	True	1
P29241	Aplysia californica	Metazoa	282	24	None	True	1
P04217	Homo sapiens	Metazoa	495	21	None	True	1
Q13445	Homo sapiens	Metazoa	227	23	None	True	1
A7L035	Chironex fleckeri	Metazoa	456	20	None	True	1
P06332	Mus musculus	Metazoa	457	26	None	True	1
Q99969	Homo sapiens	Metazoa	163	20	None	True	1
P86009	Dromaius novaehollandiae	Metazoa	238	17	None	True	1
Q3L1D1	Agaricus bisporus	Fungi	594	25	None	True	1
P13917	Glycine max	Plants	427	24	None	True	1
Q76CA2	Monoplex parthenopeus	Metazoa	275	23	None	True	1
Q9BZW8	Homo sapiens	Metazoa	370	21	None	True	1
Q9BXJ3	Homo sapiens	Metazoa	329	16	None	True	1
Q8I7X1	Porcellio scaber	Metazoa	145	21	None	True	1
Q96S96	Homo sapiens	Metazoa	227	22	None	True	1
Q9N4D8	Caenorhabditis elegans	Metazoa	123	17	None	True	1
P01888	Bos taurus	Metazoa	118	20	None	True	1
Q8T4J9	Manduca sexta	Metazoa	180	15	None	True	1
Q76FP5	Hypocrea rufa	Fungi	479	20	None	True	1
Q9H9K5	Homo sapiens	Metazoa	563	26	None	True	1
P09586	Mus musculus	Metazoa	222	31	None	True	1
P98066	Homo sapiens	Metazoa	277	17	None	True	1
A0A2I6QB00	Trametes coccinea (strain BRFM310)	Fungi	418	18	None	True	1
P01538	Viscum album	Plants	111	26	None	True	1
O11780	Sus scrofa	Metazoa	683	23	None	True	1
Q94B35	Arabidopsis thaliana	Plants	466	0	False	True	1
M4IRL4	Humulus lupulus	Plants	573	0	False	True	1
P46673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	744	0	False	True	1
Q6RFH5	Homo sapiens	Metazoa	385	0	False	True	1
Q99288	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334	0	False	True	1
Q8LL04	Arabidopsis thaliana	Plants	1241	0	False	True	1
O60053	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	440	0	False	True	1
O35250	Mus musculus	Metazoa	697	0	False	True	1
Q6UXN9	Homo sapiens	Metazoa	313	0	False	True	1
Q9S814	Arabidopsis thaliana	Plants	1294	0	True	True	1
Q03218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	510	0	False	True	1
Q9SIE1	Arabidopsis thaliana	Plants	475	0	False	True	1
Q9P7H8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1679	0	False	True	1
Q9BV20	Homo sapiens	Metazoa	369	0	False	True	1
Q96DG6	Homo sapiens	Metazoa	245	0	False	True	1
Q13356	Homo sapiens	Metazoa	520	0	False	True	1
O24629	Arabidopsis thaliana	Plants	502	0	False	True	1
Q8TC71	Homo sapiens	Metazoa	538	0	False	True	1
Q5JTH9	Homo sapiens	Metazoa	1297	0	False	True	1
Q8TDU6	Homo sapiens	Metazoa	330	0	False	True	1
F4I1T7	Arabidopsis thaliana	Plants	1819	0	False	True	1
Q69IL4	Oryza sativa subsp. japonica	Plants	380	0	False	True	1
P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	0	False	True	1
Q5VWP2	Homo sapiens	Metazoa	391	0	False	True	1
Q41062	Pisum sativum	Plants	1011	0	False	True	1
P14906	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	0	True	True	1
Q6DYE4	Arabidopsis thaliana	Plants	455	0	False	True	1
P17629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	752	0	False	True	1
Q9CZX7	Mus musculus	Metazoa	257	0	False	True	1
Q9JJG9	Mus musculus	Metazoa	693	0	False	True	1
Q9UPZ3	Homo sapiens	Metazoa	1129	0	False	True	1
Q9Y2T6	Homo sapiens	Metazoa	319	0	False	True	1
Q9NYG5	Homo sapiens	Metazoa	84	0	False	True	1
Q8BXP5	Mus musculus	Metazoa	385	0	False	True	1
Q9VWE6	Drosophila melanogaster	Metazoa	2111	0	False	True	1
P97868	Mus musculus	Metazoa	1790	0	False	True	1
Q6K9U2	Oryza sativa subsp. japonica	Plants	279	0	False	True	1
Q8TEH3	Homo sapiens	Metazoa	1009	0	False	True	1
Q9XZT7	Drosophila melanogaster	Metazoa	146	0	False	True	1
P92276	Chlamydomonas reinhardtii	Plants	62	0	True	True	1
Q16540	Homo sapiens	Metazoa	153	0	False	True	1
Q8GY89	Arabidopsis thaliana	Plants	125	0	False	True	1
P40065	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	302	0	False	True	1
P16521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1044	0	False	True	1
O02351	Antheraea polyphemus	Metazoa	525	0	True	True	1
Q9CPX8	Mus musculus	Metazoa	56	0	True	True	1
P37299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	77	0	True	True	1
Q5D869	Arabidopsis thaliana	Plants	1976	0	False	True	1
A0A0U2X0E4	Mycosarcoma maydis	Fungi	443	0	False	True	1
P24752	Homo sapiens	Metazoa	427	0	False	True	1
Q5GH77	Homo sapiens	Metazoa	459	0	True	True	1
Q12418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502	0	False	True	1
Q9LEM8	Chlamydomonas reinhardtii	Plants	1385	0	False	True	1
Q02455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1875	0	False	True	1
Q2V2P9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	66	0	True	True	1
P47027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	764	0	False	True	1
Q02864	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	0	False	True	1
O75575	Homo sapiens	Metazoa	148	0	False	True	1
P18296	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1828	0	False	True	1
Q86YS7	Homo sapiens	Metazoa	1000	0	False	True	1
A8MQL1	Arabidopsis thaliana	Plants	1082	0	False	True	1
Q9M9V7	Arabidopsis thaliana	Plants	587	0	True	True	1
P31356	Todarodes pacificus	Metazoa	448	0	False	True	1
Q6PR54	Mus musculus	Metazoa	2419	0	False	True	1
P42842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904	0	False	True	1
Q9BWX1	Homo sapiens	Metazoa	381	0	False	True	1
Q54KF1	Dictyostelium discoideum	Other	1158	0	False	True	1
P49419	Homo sapiens	Metazoa	539	0	False	True	1
B1B534	Oryza sativa subsp. japonica	Plants	475	0	False	True	1
Q8L493	Arabidopsis thaliana	Plants	373	0	False	True	1
Q86MD3	Caenorhabditis elegans	Metazoa	509	0	False	True	1
Q9LVH4	Arabidopsis thaliana	Plants	177	0	False	True	1
Q9NW75	Homo sapiens	Metazoa	528	0	False	True	1
Q9P6P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	265	0	False	True	1
O42649	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1194	0	False	True	1
Q7XZF5	Arabidopsis thaliana	Plants	1841	0	False	True	1
Q4WF54	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	270	0	False	True	1
O49629	Arabidopsis thaliana	Plants	310	0	False	True	1
Q680Q4	Arabidopsis thaliana	Plants	884	0	False	True	1
P36525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	0	False	True	1
O14734	Homo sapiens	Metazoa	319	0	False	True	1
A0A455ZAR2	Homo sapiens	Metazoa	87	0	False	True	1
P19824	Chlamydomonas reinhardtii	Plants	375	0	False	True	1
Q9SZR9	Arabidopsis thaliana	Plants	638	0	False	True	1
O70433	Mus musculus	Metazoa	279	0	False	True	1
Q17635	Caenorhabditis elegans	Metazoa	590	0	False	True	1
Q84N64	Arabidopsis thaliana	Plants	777	0	False	True	1
P32318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326	0	False	True	1
O35387	Mus musculus	Metazoa	280	0	False	True	1
Q03671	Candida parapsilosis	Fungi	246	0	True	True	1
P49686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	0	False	True	1
O74500	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736	0	False	True	1
Q9HCS7	Homo sapiens	Metazoa	855	0	False	True	1
P08468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	800	0	False	True	1
P59178	Mus musculus	Metazoa	703	0	False	True	1
O74417	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	497	0	False	True	1
Q39002	Arabidopsis thaliana	Plants	624	0	False	True	1
Q96PN7	Homo sapiens	Metazoa	1200	0	False	True	1
Q86TP1	Homo sapiens	Metazoa	453	0	False	True	1
Q19614	Caenorhabditis elegans	Metazoa	433	0	False	True	1
P40917	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	0	False	True	1
Q9Y6W5	Homo sapiens	Metazoa	498	0	False	True	1
P42935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788	0	False	True	1
Q9SR62	Arabidopsis thaliana	Plants	309	0	False	True	1
P54256	Rattus norvegicus	Metazoa	629	0	False	True	1
Q9H5F2	Homo sapiens	Metazoa	150	0	False	True	1
P46678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	594	0	False	True	1
Q9Y6W3	Homo sapiens	Metazoa	813	0	False	True	1
P48239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	0	False	True	1
O97297	Plasmodium falciparum (isolate 3D7)	Other	404	0	False	True	1
Q941Q3	Arabidopsis thaliana	Plants	524	0	False	True	1
Q9UUC7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	366	0	False	True	1
Q8W191	Arabidopsis thaliana	Plants	149	0	False	True	1
Q09750	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1522	0	False	True	1
Q01532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483	0	False	True	1
P52566	Homo sapiens	Metazoa	201	0	False	True	1
Q22829	Caenorhabditis elegans	Metazoa	470	0	False	True	1
Q9GMC9	Ovis aries	Metazoa	169	0	False	True	1
Q9ET80	Mus musculus	Metazoa	660	0	False	True	1
P87176	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	269	0	False	True	1
B1AL88	Homo sapiens	Metazoa	458	0	True	True	1
P36552	Mus musculus	Metazoa	443	0	False	True	1
Q9C829	Arabidopsis thaliana	Plants	440	0	False	True	1
Q10168	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	598	0	False	True	1
Q9P7V3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	220	0	False	True	1
Q8QZY3	Mus musculus	Metazoa	150	0	False	True	1
Q7SIB8	Dryopteris crassirhizoma	Plants	102	0	False	True	1
Q92621	Homo sapiens	Metazoa	2012	0	False	True	1
Q9P7S6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	274	0	False	True	1
O09130	Mus musculus	Metazoa	412	0	False	True	1
Q8VZQ4	Arabidopsis thaliana	Plants	536	0	False	True	1
P38885	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	0	False	True	1
Q8K0U3	Mus musculus	Metazoa	198	0	True	True	1
Q9ZQI7	Arabidopsis thaliana	Plants	456	0	False	True	1
Q924W6	Mus musculus	Metazoa	1344	0	False	True	1
Q6X7J9	Arabidopsis thaliana	Plants	251	0	False	True	1
G5ECD6	Caenorhabditis elegans	Metazoa	1322	0	True	True	1
Q91WW3	Mus musculus	Metazoa	302	0	False	True	1
Q15543	Homo sapiens	Metazoa	124	0	False	True	1
P54939	Gallus gallus	Metazoa	2541	0	False	True	1
P30429	Caenorhabditis elegans	Metazoa	549	0	False	True	1
Q75GR5	Oryza sativa subsp. japonica	Plants	281	0	False	True	1
P03903	Mus musculus	Metazoa	98	0	True	True	1
Q6K431	Oryza sativa subsp. japonica	Plants	1022	0	False	True	1
Q8L4R0	Arabidopsis thaliana	Plants	350	0	False	True	1
P49021	Drosophila melanogaster	Metazoa	1398	0	False	True	1
Q9UU84	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	426	0	False	True	1
Q8N5G0	Homo sapiens	Metazoa	67	0	True	True	1
Q9H061	Homo sapiens	Metazoa	195	0	True	True	1
Q96KQ7	Homo sapiens	Metazoa	1210	0	False	True	1
Q10252	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	358	0	True	True	1
P53218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158	0	False	True	1
Q9ZST4	Arabidopsis thaliana	Plants	196	0	False	True	1
Q08921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799	0	False	True	1
A1Z8D0	Drosophila melanogaster	Metazoa	459	0	False	True	1
Q9DB77	Mus musculus	Metazoa	453	0	False	True	1
Q08683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	685	0	False	True	1
Q9JLR5	Mus musculus	Metazoa	209	0	False	True	1
Q7SH52	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1168	0	False	True	1
O13712	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	844	0	False	True	1
Q8K3D3	Mus musculus	Metazoa	89	0	False	True	1
O82504	Arabidopsis thaliana	Plants	1133	0	False	True	1
Q9GZM5	Homo sapiens	Metazoa	350	0	False	True	1
Q9D023	Mus musculus	Metazoa	127	0	True	True	1
Q9JKD9	Mus musculus	Metazoa	465	0	False	True	1
P25655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2108	0	False	True	1
Q5M729	Arabidopsis thaliana	Plants	539	0	False	True	1
O74365	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	865	0	False	True	1
Q02637	Drosophila melanogaster	Metazoa	449	0	False	True	1
Q8VYF7	Arabidopsis thaliana	Plants	238	0	False	True	1
Q9SV55	Arabidopsis thaliana	Plants	425	0	False	True	1
Q9JJR2	Mus musculus	Metazoa	179	0	False	True	1
P52306	Homo sapiens	Metazoa	607	0	False	True	1
Q10204	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250	0	False	True	1
P80269	Solanum tuberosum	Plants	229	0	False	True	1
Q9U6M1	Leishmania tarentolae	Other	827	0	False	True	1
Q9LXF3	Arabidopsis thaliana	Plants	187	0	True	True	1
Q9W1V7	Drosophila melanogaster	Metazoa	452	0	False	True	1
P55263	Homo sapiens	Metazoa	362	0	False	True	1
O94650	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	73	0	False	True	1
Q9H8M7	Homo sapiens	Metazoa	445	0	False	True	1
P40069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113	0	False	True	1
Q71RC2	Homo sapiens	Metazoa	724	0	False	True	1
O74331	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	363	0	False	True	1
Q04048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	859	0	False	True	1
P49107	Arabidopsis thaliana	Plants	171	0	False	True	1
Q9WVJ4	Rattus norvegicus	Metazoa	145	0	False	True	1
P0DKH5	Arabidopsis thaliana	Plants	1288	0	False	True	1
Q9NZC4	Homo sapiens	Metazoa	300	0	False	True	1
Q8SWX0	Drosophila melanogaster	Metazoa	167	0	False	True	1
Q12104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458	0	False	True	1
Q0VD86	Homo sapiens	Metazoa	236	0	False	True	1
Q12906	Homo sapiens	Metazoa	894	0	False	True	1
P50110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	0	True	True	1
Q9Y6N9	Homo sapiens	Metazoa	552	0	False	True	1
O13838	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	371	0	False	True	1
Q94A03	Arabidopsis thaliana	Plants	391	0	False	True	1
Q9D2V8	Mus musculus	Metazoa	456	0	True	True	1
P15382	Homo sapiens	Metazoa	129	0	True	True	1
Q9C0N3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90	0	False	True	1
Q7Z698	Homo sapiens	Metazoa	418	0	False	True	1
Q80U87	Mus musculus	Metazoa	1080	0	False	True	1
P14866	Homo sapiens	Metazoa	589	0	False	True	1
Q9VR38	Drosophila melanogaster	Metazoa	528	0	False	True	1
P22681	Homo sapiens	Metazoa	906	0	False	True	1
P14137	Rattus norvegicus	Metazoa	526	0	False	True	1
Q01359	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	148	0	False	True	1
O94830	Homo sapiens	Metazoa	711	0	False	True	1
Q95QA6	Caenorhabditis elegans	Metazoa	663	0	False	True	1
Q5XKL5	Homo sapiens	Metazoa	1792	0	False	True	1
Q60676	Mus musculus	Metazoa	499	0	False	True	1
Q05863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	0	False	True	1
Q80UF9	Mus musculus	Metazoa	577	0	False	True	1
Q7Z591	Homo sapiens	Metazoa	1439	0	False	True	1
Q7XJM2	Arabidopsis thaliana	Plants	618	0	False	True	1
Q12297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353	0	False	True	1
Q9USP9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	589	0	False	True	1
P41223	Homo sapiens	Metazoa	144	0	False	True	1
F4IAT8	Arabidopsis thaliana	Plants	326	0	False	True	1
P53246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	860	0	False	True	1
Q8IWV1	Homo sapiens	Metazoa	398	0	False	True	1
P47123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218	0	False	True	1
O13709	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	0	False	True	1
Q9ULU4	Homo sapiens	Metazoa	1186	0	False	True	1
Q04170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	232	0	False	True	1
Q9NZE8	Homo sapiens	Metazoa	188	0	False	True	1
Q14159	Homo sapiens	Metazoa	915	0	False	True	1
P06105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1222	0	False	True	1
P51175	Mus musculus	Metazoa	477	0	False	True	1
Q9LQK7	Arabidopsis thaliana	Plants	475	0	False	True	1
P09932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586	0	False	True	1
Q04430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	0	False	True	1
Q8IY92	Homo sapiens	Metazoa	1834	0	False	True	1
Q6ID70	Arabidopsis thaliana	Plants	150	0	False	True	1
P36159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	838	0	False	True	1
Q04675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128	0	False	True	1
Q9D855	Mus musculus	Metazoa	111	0	False	True	1
Q01981	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	416	0	False	True	1
Q8TB36	Homo sapiens	Metazoa	358	0	False	True	1
Q8IXH6	Homo sapiens	Metazoa	220	0	False	True	1
F4JXF1	Arabidopsis thaliana	Plants	581	0	False	True	1
Q940X9	Arabidopsis thaliana	Plants	826	0	False	True	1
P40012	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539	0	False	True	1
P82970	Homo sapiens	Metazoa	282	0	False	True	1
Q9JL55	Rattus norvegicus	Metazoa	331	0	True	True	1
Q01852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431	0	False	True	1
Q9EQ61	Mus musculus	Metazoa	584	0	False	True	1
Q811I0	Mus musculus	Metazoa	324	0	False	True	1
Q22024	Caenorhabditis elegans	Metazoa	543	0	False	True	1
P28320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	278	0	False	True	1
Q05027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	0	False	True	1
O13894	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124	0	False	True	1
P0CT58	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	130	0	False	True	1
Q86V20	Homo sapiens	Metazoa	835	0	False	True	1
Q03718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556	0	False	True	1
Q810H6	Rattus norvegicus	Metazoa	846	0	False	True	1
Q8LLD0	Arabidopsis thaliana	Plants	1046	0	False	True	1
Q8NG98	Homo sapiens	Metazoa	312	0	False	True	1
Q99PD6	Rattus norvegicus	Metazoa	461	0	False	True	1
Q9HCN4	Homo sapiens	Metazoa	374	0	False	True	1
Q07065	Homo sapiens	Metazoa	602	0	False	True	1
Q9ULP9	Homo sapiens	Metazoa	559	0	False	True	1
A1Z830	Drosophila melanogaster	Metazoa	485	0	False	True	1
Q8N4Q1	Homo sapiens	Metazoa	142	0	False	True	1
Q9QX98	Mus musculus	Metazoa	324	0	False	True	1
O74374	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	554	0	False	True	1
Q1H5E9	Arabidopsis thaliana	Plants	397	0	False	True	1
Q92366	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	61	0	False	True	1
Q5EGY4	Rattus norvegicus	Metazoa	198	0	False	True	1
P17665	Mus musculus	Metazoa	63	0	True	True	1
G2HK15	Caenorhabditis elegans	Metazoa	367	0	False	True	1
Q12334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223	0	False	True	1
O48533	Arabidopsis thaliana	Plants	259	0	False	True	1
Q9FGW9	Arabidopsis thaliana	Plants	1061	0	False	True	1
O00841	Dictyostelium discoideum	Other	802	0	False	True	1
Q92989	Homo sapiens	Metazoa	425	0	False	True	1
P82192	Spinacia oleracea	Plants	258	0	False	True	1
Q9FJI5	Arabidopsis thaliana	Plants	515	0	False	True	1
Q62384	Mus musculus	Metazoa	459	0	False	True	1
P12354	Spinacia oleracea	Plants	125	0	False	True	1
P09956	Drosophila melanogaster	Metazoa	575	0	False	True	1
Q9M0S5	Arabidopsis thaliana	Plants	764	0	False	True	1
Q9H9P8	Homo sapiens	Metazoa	463	0	False	True	1
Q04847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553	0	False	True	1
P23276	Homo sapiens	Metazoa	732	0	False	True	1
Q07163	Saccharomyces cerevisiae	Fungi	1755	0	False	True	1
Q9XVS8	Caenorhabditis elegans	Metazoa	405	0	False	True	1
Q9JKT3	Mus musculus	Metazoa	297	0	False	True	1
Q01080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	0	False	True	1
Q7TNS8	Mus musculus	Metazoa	369	0	False	True	1
Q96JB5	Homo sapiens	Metazoa	506	0	False	True	1
Q9FGN8	Arabidopsis thaliana	Plants	639	0	False	True	1
Q00912	Wickerhamomyces anomalus	Fungi	342	0	False	True	1
Q3UB74	Mus musculus	Metazoa	406	0	False	True	1
Q02060	Spinacia oleracea	Plants	274	0	False	True	1
O60447	Homo sapiens	Metazoa	810	0	False	True	1
P53184	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216	0	False	True	1
Q53TN4	Homo sapiens	Metazoa	286	0	False	True	1
Q96K80	Homo sapiens	Metazoa	434	0	False	True	1
Q5QGS0	Homo sapiens	Metazoa	1516	0	False	True	1
P17883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1432	0	False	True	1
Q7RYV0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	176	0	False	True	1
Q91ZX6	Mus musculus	Metazoa	588	0	False	True	1
Q08831	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	523	0	False	True	1
P47108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174	0	False	True	1
